"Site 8","wp_8_relevanssi_stopwords","349"
"Site 8","wp_8_commentmeta","337"
"Site 8","wp_8_actionscheduler_logs","334"
"Site 8","wp_8_term_taxonomy","286"
"Site 8","wp_8_terms","286"
"Site 8","wp_8_gf_addon_feed","213"
"Site 8","wp_8_comments","195"
"Site 8","wp_8_gf_form","142"
"Site 8","wp_8_actionscheduler_actions","114"
"Site 8","wp_8_gf_form_meta","106"
"Site 8","wp_8_gf_form_old","62"
"Site 8","wp_8_gf_form_meta_old","47"
"Site 8","wp_8_wpmailsmtp_debug_events","36"
"Site 8","wp_8_cmplz_services","30"
"Site 8","wp_8_yoast_migrations","24"
"Site 8","wp_8_actionscheduler_groups","7"
"Site 8","wp_8_termmeta","5"
"Site 8","wp_8_wpr_rocket_cache","4"
"Site 8","wp_8_redirection_groups","3"
"Site 8","wp_8_cmplz_cookiebanners","2"
"Site 8","wp_8_gf_form_revisions","2"
"Site 8","wp_8_gf_rest_api_keys","1"
"Site 8","wp_8_cmplz_dnsmpd","0"
"Site 8","wp_8_cmplz_statistics","0"
"Site 8","wp_8_duplicator_packages","0"
"Site 8","wp_8_ewwwio_queue","0"
"Site 8","wp_8_gf_draft_submissions","0"
"Site 8","wp_8_links","0"
"Site 8","wp_8_pum_subscribers","0"
"Site 8","wp_8_umbrella_backup","0"
"Site 8","wp_8_umbrella_log","0"
"Site 8","wp_8_umbrella_task_backup","0"
"Site 8","wp_8_wpfm_backup","0"
"Site 8","wp_8_wpr_performance_monitoring","0"
"Site 8","wp_8_wpr_preload_fonts","0"
"Site 8","wp_8_wpr_rucss_used_css","0"
"Site 9","wp_9_gf_entry_meta","605663"
"Site 9","wp_9_relevanssi_log","483595"
"Site 9","wp_9_gf_entry_notes","217999"
"Site 9","wp_9_postmeta","183643"
"Site 9","wp_9_relevanssi","122923"
"Site 9","wp_9_ewwwio_images","104084"
"Site 9","wp_9_gf_form_view","99090"
"Site 9","wp_9_redirection_404","97151"
"Site 9","wp_9_actionscheduler_claims","68869"
"Site 9","wp_9_gf_entry","37203"
"Site 9","wp_9_redirection_logs","29087"
"Site 9","wp_9_yoast_seo_links","23936"
"Site 9","wp_9_posts","15543"
"Site 9","wp_9_yoast_seo_meta","10860"
"Site 9","wp_9_options","3884"
"Site 9","wp_9_wpr_preconnect_external_domains","3227"
"Site 9","wp_9_wpr_lazy_render_content","3163"
"Site 9","wp_9_term_relationships","3143"
"Site 9","wp_9_yoast_prominent_words","3000"
"Site 9","wp_9_wpr_above_the_fold","2990"
"Site 9","wp_9_ewwwio_queue","2827"
"Site 9","wp_9_yoast_indexable_hierarchy","2462"
"Site 9","wp_9_yoast_indexable","2181"
"Site 9","wp_9_wpmailsmtp_tasks_meta","1266"
"Site 9","wp_9_yoast_primary_term","1062"
"Site 9","wp_9_redirection_items","545"
"Site 9","wp_9_term_taxonomy","444"
"Site 9","wp_9_terms","444"
"Site 9","wp_9_actionscheduler_logs","401"
"Site 9","wp_9_cmplz_cookies","394"
"Site 9","wp_9_gf_addon_feed","150"
"Site 9","wp_9_actionscheduler_actions","137"
"Site 9","wp_9_gf_form","127"
"Site 9","wp_9_wpmailsmtp_debug_events","102"
"Site 9","wp_9_comments","101"
"Site 9","wp_9_gf_form_meta","100"
"Site 9","wp_9_commentmeta","96"
"Site 9","wp_9_gf_form_old","60"
"Site 9","wp_9_cmplz_services","56"
"Site 9","wp_9_gf_form_meta_old","46"
"Site 9","wp_9_yoast_migrations","24"
"Site 9","wp_9_termmeta","16"
"Site 9","wp_9_actionscheduler_groups","7"
"Site 9","wp_9_wpr_rocket_cache","7"
"Site 9","wp_9_cmplz_cookiebanners","2"
"Site 9","wp_9_redirection_groups","2"
"Site 9","wp_9_gf_rest_api_keys","1"
"Site 9","wp_9_cmplz_dnsmpd","0"
"Site 9","wp_9_cmplz_statistics","0"
"Site 9","wp_9_duplicator_packages","0"
"Site 9","wp_9_gf_draft_submissions","0"
"Site 9","wp_9_gf_form_revisions","0"
"Site 9","wp_9_links","0"
"Site 9","wp_9_relevanssi_stopwords","0"
"Site 9","wp_9_umbrella_backup","0"
"Site 9","wp_9_umbrella_log","0"
"Site 9","wp_9_umbrella_task_backup","0"
"Site 9","wp_9_wpfm_backup","0"
"Site 9","wp_9_wpr_performance_monitoring","0"
"Site 9","wp_9_wpr_preload_fonts","0"
"Site 9","wp_9_wpr_rucss_used_css","0"
